date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:54:59	139419/139419	---M--	200	added ('OK')	image/png	etag:%2235a154b-2209b-591ccd7984140%22	http://themesboss.com/elvish/assets/images/demo/blog-detail.png	D:/Code/Proj/themesboss.com/elvish/assets/images/demo/blog-detail.png	(from http://themesboss.com/elvish/index.html)
20:55:00	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Mar%202020%2007:55:04%20GMT	http://themesboss.com/elvish/images/divider.png	D:/Code/Proj/themesboss.com/elvish/images/divider.68.delayed	(from http://themesboss.com/elvish/blog-sidebar.html)
20:55:01	6000/6000	---M--	200	added ('OK')	application/javascript	etag:%2235a150f-1770-591ccd6308df3%22	http://themesboss.com/elvish/js/jquery.simple-text-rotator.js	D:/Code/Proj/themesboss.com/elvish/js/jquery.simple-text-rotator.js	(from http://themesboss.com/elvish/index_2.html)
20:55:04	48944/48944	---M--	200	added ('OK')	application/javascript	etag:%2235a151d-bf30-591ccd66a6e8f%22	http://themesboss.com/elvish/assets/js/bootstrap.min.js	D:/Code/Proj/themesboss.com/elvish/assets/js/bootstrap.min.js	(from http://themesboss.com/elvish/index.html)
20:55:05	2813/2813	---M--	200	added ('OK')	application/javascript	etag:%2235a1512-afd-591ccd63b6f24%22	http://themesboss.com/elvish/js/particles.app.js	D:/Code/Proj/themesboss.com/elvish/js/particles.app.js	(from http://themesboss.com/elvish/index_3.html)
20:55:06	86709/86709	---M--	200	added ('OK')	application/javascript	etag:%2235a151c-152b5-591ccd6694d7e%22	http://themesboss.com/elvish/assets/js/jquery.min.js	D:/Code/Proj/themesboss.com/elvish/assets/js/jquery.min.js	(from http://themesboss.com/elvish/index.html)
20:55:08	43079/43079	---M--	200	added ('OK')	application/javascript	etag:%2235a1513-a847-591ccd63eab47%22	http://themesboss.com/elvish/js/particles.js	D:/Code/Proj/themesboss.com/elvish/js/particles.js	(from http://themesboss.com/elvish/index_3.html)
20:55:09	24908/24908	---M--	200	added ('OK')	application/javascript	etag:%2235a1511-614c-591ccd63792d9%22	http://themesboss.com/elvish/js/parallax.js	D:/Code/Proj/themesboss.com/elvish/js/parallax.js	(from http://themesboss.com/elvish/index_10.html)
20:55:11	25983/25983	---M--	200	added ('OK')	text/css	etag:%2235a14e5-657f-591ccd5509538%22	http://themesboss.com/elvish/css/aos.css	D:/Code/Proj/themesboss.com/elvish/css/aos.css	(from http://themesboss.com/elvish/index_17.html)
20:55:13	12446/12446	---M--	200	added ('OK')	application/javascript	etag:%2235a1507-309e-591ccd6159782%22	http://themesboss.com/elvish/js/aos.js	D:/Code/Proj/themesboss.com/elvish/js/aos.js	(from http://themesboss.com/elvish/index_17.html)
20:55:14	11984/11984	---M--	200	added ('OK')	text/css	etag:%2235a14ef-2ed0-591ccd57069c5%22	http://themesboss.com/elvish/css/ytplayer.css	D:/Code/Proj/themesboss.com/elvish/css/ytplayer.css	(from http://themesboss.com/elvish/index_18.html)
20:55:18	252028/252028	---M--	200	added ('OK')	image/png	etag:%2235a154d-3d87c-591ccd7ab2d11%22	http://themesboss.com/elvish/assets/images/demo/comming.png	D:/Code/Proj/themesboss.com/elvish/assets/images/demo/comming.png	(from http://themesboss.com/elvish/index.html)
20:55:20	3540/3540	---M--	200	added ('OK')	image/jpeg	etag:%2235a152e-dd4-591ccd6b85825%22	http://themesboss.com/elvish/images/comment/1.jpg	D:/Code/Proj/themesboss.com/elvish/images/comment/1.jpg	(from http://themesboss.com/elvish/blog-single.html)
20:55:21	3090/3090	---M--	200	added ('OK')	image/jpeg	etag:%2235a152d-c12-591ccd6b89a8e%22	http://themesboss.com/elvish/images/comment/2.jpg	D:/Code/Proj/themesboss.com/elvish/images/comment/2.jpg	(from http://themesboss.com/elvish/blog-single.html)
20:55:21	48050/48050	---M--	200	added ('OK')	application/javascript	etag:%2235a150d-bbb2-591ccd62b59e6%22	http://themesboss.com/elvish/js/jquery.mb.YTPlayer.js	D:/Code/Proj/themesboss.com/elvish/js/jquery.mb.YTPlayer.js	(from http://themesboss.com/elvish/index_18.html)
20:55:22	3595/3595	---M--	200	added ('OK')	image/jpeg	etag:%2235a152f-e0b-591ccd6bf93bc%22	http://themesboss.com/elvish/images/comment/3.jpg	D:/Code/Proj/themesboss.com/elvish/images/comment/3.jpg	(from http://themesboss.com/elvish/blog-single.html)
20:55:26	148605/148605	---M--	200	added ('OK')	image/jpeg	etag:%2235a14fc-2447d-591ccd5ce030a%22	http://themesboss.com/elvish/images/home-bg-2.jpg	D:/Code/Proj/themesboss.com/elvish/images/home-bg-2.jpg	(from http://themesboss.com/elvish/index_14.html)
20:55:32	276905/276905	---M--	200	added ('OK')	image/jpeg	etag:%2235a14fd-439a9-591ccd5e9208a%22	http://themesboss.com/elvish/images/home-bg-3.jpg	D:/Code/Proj/themesboss.com/elvish/images/home-bg-3.jpg	(from http://themesboss.com/elvish/index_14.html)
20:55:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Mar%202020%2007:55:36%20GMT	http://themesboss.com/elvish/css/ytp-regular.eot	D:/Code/Proj/themesboss.com/elvish/css/ytp-regular.76.delayed	(from http://themesboss.com/elvish/css/ytplayer.css)
20:55:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Mar%202020%2007:55:37%20GMT	http://themesboss.com/elvish/css/ytp-regular.ttf	D:/Code/Proj/themesboss.com/elvish/css/ytp-regular.ttf	(from http://themesboss.com/elvish/css/ytplayer.css)
20:55:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Mar%202020%2007:55:37%20GMT	http://themesboss.com/elvish/images/raster.png	D:/Code/Proj/themesboss.com/elvish/images/raster.png	(from http://themesboss.com/elvish/css/ytplayer.css)
20:55:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Mar%202020%2007:55:37%20GMT	http://themesboss.com/elvish/images/raster@2x.png	D:/Code/Proj/themesboss.com/elvish/images/raster@2x.png	(from http://themesboss.com/elvish/css/ytplayer.css)
20:55:34	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Mar%202020%2007:55:38%20GMT	http://themesboss.com/elvish/images/raster_dot.png	D:/Code/Proj/themesboss.com/elvish/images/raster_dot.png	(from http://themesboss.com/elvish/css/ytplayer.css)
20:55:34	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Mar%202020%2007:55:38%20GMT	http://themesboss.com/elvish/images/raster_dot@2x.png	D:/Code/Proj/themesboss.com/elvish/images/raster_dot@2x.png	(from http://themesboss.com/elvish/css/ytplayer.css)
